736572	Karyes	40.25715	24.24498	364	174
ESYE11	Agíasma	40.90795	24.65636	6	174
ESYE11	Ágios Athanásios	41.07463	24.24545	92	174
ESYE11	Akropótamos	40.78916	24.03504	229	174
ESYE11	Alexandroupoli	40.84995	25.87644	19	174
ESYE11	Amisianá	40.93293	24.33835	82	174
ESYE11	Amygdaleónas	40.96346	24.36007	72	174
ESYE11	Ántheia	40.87132	25.9902	30	174
ESYE11	Antifílippoi	40.94596	24.21091	88	174
ESYE11	Áratos	41.08139	25.55186	34	174
ESYE11	Arísvi	41.07	25.59041	38	174
ESYE11	Arrianá	41.08131	25.69494	58	174
ESYE11	Ávato	40.96279	24.80441	15	174
ESYE11	Avlí	40.87302	24.17889	146	174
ESYE11	Choristí	41.13056	24.20843	119	174
ESYE11	Chrysochóri	40.93328	24.71088	11	174
ESYE11	Chrysoúpolis	40.98556	24.69389	19	174
ESYE11	Dadía	41.12826	26.22441	95	174
ESYE11	Didymóteicho	41.34806	26.49611	33	174
ESYE11	Díkaia	41.70546	26.29498	51	174
ESYE11	Dráma	41.15283	24.1473	122	174
ESYE11	Echínos	41.27558	24.97237	322	174
ESYE11	Elaiochóri	40.8203	24.24373	81	174
ESYE11	Eleftherés	40.84666	24.25431	71	174
ESYE11	Eleftheroúpolis	40.91389	24.25139	88	174
ESYE11	Erateinó	40.95008	24.63993	9	174
ESYE11	Évlalo	40.98333	24.8	18	174
ESYE11	Féres	40.89305	26.17234	30	174
ESYE11	Fília	41.13888	25.00368	106	174
ESYE11	Fílippoi	41.02504	24.33933	180	174
ESYE11	Fillýra	41.11667	25.63333	75	174
ESYE11	Foliá	40.80935	24.15686	273	174
ESYE11	Fotolívos	41.06013	24.04724	63	174
ESYE11	Fteliá	41.08266	24.18968	78	174
ESYE11	Genisséa	41.06165	24.96248	26	174
ESYE11	Georgianí	40.9567	24.14806	258	174
ESYE11	Gravoúna	40.99505	24.6525	27	174
ESYE11	Íasmos	41.12747	25.18573	27	174
ESYE11	Iliokentima	40.94931	24.78859	13	174
ESYE11	Kalampáki	41.05	24.18333	67	174
ESYE11	Kalí Vrýsi	41.14653	23.90667	243	174
ESYE11	Kallífytos	41.1728	24.21527	217	174
ESYE11	Kalós Agrós	41.10543	24.0857	67	174
ESYE11	Kamariótissa	40.47501	25.47456	14	174
ESYE11	Karianí	40.75139	23.98262	67	174
ESYE11	Karotí	41.40611	26.42557	40	174
ESYE11	Kastaniés	41.64551	26.47676	42	174
ESYE11	Káto Nevrokópi	41.35	23.86667	612	174
ESYE11	Kavála	40.93959	24.40687	34	174
ESYE11	Kavýli	41.56225	26.5147	33	174
ESYE11	Keramotí	40.85591	24.70595	2	174
ESYE11	Kimméria	41.14788	24.93869	77	174
ESYE11	Kokkinóchoma	40.9269	24.30805	88	174
ESYE11	Kómara	41.59374	26.22947	64	174
ESYE11	Komotiní	41.11917	25.40535	41	174
ESYE11	Koufóvouno	41.35533	26.43691	61	174
ESYE11	Krinídes	41.01396	24.29647	85	174
ESYE11	Kryonéri	41.02477	24.37833	199	174
ESYE11	Kyprínos	41.57542	26.22905	69	174
ESYE11	Kýria	41.099	24.28915	152	174
ESYE11	Lagós	41.45102	26.46067	104	174
ESYE11	Lávara	41.26957	26.38522	25	174
ESYE11	Lefkópetra	41.13629	24.97932	64	174
ESYE11	Limenária	40.62741	24.5765	17	174
ESYE11	Loutrós	40.88153	26.04697	31	174
ESYE11	Lydía	41.03061	24.28153	83	174
ESYE11	Lýkeio	41.06413	25.6857	56	174
ESYE11	Méga Pistó	41.14712	25.30108	102	174
ESYE11	Metaxádes	41.41944	26.22504	135	174
ESYE11	Mikrópolis	41.19351	23.8157	363	174
ESYE11	Mosynopolis, Maximianopolis, Μαξιμιανούπολις	41.12863	25.32546	46	174
ESYE11	Mousthéni	40.86239	24.11271	223	174
ESYE11	Mýki	41.24384	24.92084	357	174
ESYE11	Néa Iraklítsa	40.86442	24.3165	16	174
ESYE11	Néa Karváli	40.96148	24.51132	5	174
ESYE11	Néa Karyá	40.90621	24.70726	8	174
ESYE11	Néa Péramos	40.83854	24.3013	6	174
ESYE11	Néa Výssa	41.58449	26.54318	33	174
ESYE11	Neochóri	41.51131	26.4574	43	174
ESYE11	Néos Pýrgos	41.49462	26.5039	33	174
ESYE11	Nikísiani	40.94739	24.14311	346	174
ESYE11	Nípsa	40.92912	26.01801	176	174
ESYE11	Ofrínion	40.79663	23.91093	125	174
ESYE11	Orestiáda	41.50306	26.52972	45	174
ESYE11	Orfánio	40.7758	23.95105	46	174
ESYE11	Orménio	41.72048	26.2152	62	174
ESYE11	Páchni	41.30506	24.89438	758	174
ESYE11	Pagoúria	41.02801	25.31809	19	174
ESYE11	Palaiochóri	40.94338	24.17747	213	174
ESYE11	Palaió Tsiflíki	40.90495	24.35083	16	174
ESYE11	Panagiá	40.89785	24.24176	191	174
ESYE11	Panayía	40.73067	24.72816	230	174
ESYE11	Paralía Ofryníou	40.76663	23.90039	1	174
ESYE11	Paranésti	41.26667	24.5	120	174
ESYE11	Péplos	40.95755	26.26577	62	174
ESYE11	Pérni	41.00054	24.63627	75	174
ESYE11	Peteinós	41.10056	24.89847	44	174
ESYE11	Petrochóri	41.08742	24.84092	65	174
ESYE11	Petropigí	40.9875	24.61489	65	174
ESYE11	Petroússa	41.1947	24.01731	262	174
ESYE11	Pigés	40.90605	24.67215	8	174
ESYE11	Platanótopos	40.84715	24.06005	250	174
ESYE11	Podhokhóri	40.83112	24.02483	270	174
ESYE11	Potamiá	40.71633	24.72859	126	174
ESYE11	Potós	40.61154	24.608	14	174
ESYE11	Prínos	40.7409	24.57787	33	174
ESYE11	Prósfyges	40.9857	24.37531	106	174
ESYE11	Prosotsáni	41.18333	23.96667	139	174
ESYE11	Provatónas	41.02654	26.25906	27	174
ESYE11	Rízia	41.6249	26.42771	55	174
ESYE11	Samothráki	40.47333	25.52222	275	174
ESYE11	Sápes	41.02861	25.69306	120	174
ESYE11	Sélero	41.13382	24.99408	72	174
