01	Al Fallūjah	33.34913	43.78599	45	194
01	Al Ḩaqlānīyah	34.08599	42.36174	126	194
01	Al Qā’im	34.39251	40.98945	180	194
01	‘Anah	34.36857	41.98194	177	194
01	‘Anat al Qadīmah	34.46934	41.94223	171	194
01	Ar Ruţbah	33.03718	40.28586	620	194
01	Ḩadīthah	34.13661	42.37727	121	194
01	Hīt	33.63664	42.82768	61	194
01	Ramadi	33.42056	43.30778	53	194
01	Rāwah	34.48229	41.91898	186	194
02	Abī al Khaşīb	30.44636	47.97813	3	194
02	Al Başrah al Qadīmah	30.50316	47.81507	7	194
02	Al Fāw	29.97421	48.47309	2	194
02	Al Hārithah	30.58481	47.76114	5	194
02	Al Madīnah	30.96324	47.26998	6	194
02	Al Qurnah	31.01547	47.43362	6	194
02	Az Zubayr	30.39213	47.70175	13	194
02	Basrah	30.50852	47.7804	4	194
02	Nāḩiyat ‘Atbah	30.48117	48.01424	2	194
02	Nāḩiyat Baḩār	30.17649	48.39775	1	194
02	Umm Qaşr	30.0362	47.91951	13	194
03	Ar Rumaythah	31.52845	45.20377	18	194
03	As Salmān	30.50464	44.53943	201	194
03	As Samawah	31.33198	45.2944	15	194
04	Ad Dīwānīyah	31.99289	44.92552	25	194
04	‘Afak	32.0643	45.24743	25	194
04	Al Ḩamzah	31.72444	44.97694	23	194
04	Ash Shāmīyah	31.96257	44.60075	23	194
04	Nāḩiyat ash Shināfīyah	31.58376	44.64675	21	194
04	Nahiyat Ghammas	31.74311	44.6196	18	194
05	As Sulaymānīyah	35.56496	45.4329	847	194
05	Baynjiwayn	35.62054	45.94908	1275	194
05	Chwarta	35.72057	45.57138	1191	194
05	Derbendîxan	35.11207	45.68663	510	194
05	Dukan	35.92922	44.96282	423	194
05	Hajiawa	36.23579	44.79469	576	194
05	Ḩalabja	35.17778	45.98611	711	194
05	Ḩalabjah al Jadīdah	35.31975	45.68948	538	194
05	Halshaw	36.20901	45.25926	1074	194
05	Hayraw	36.12659	45.28292	1287	194
05	Jamjamāl	35.53356	44.8343	705	194
05	Kelar	34.62805	45.31852	216	194
05	Mawet	35.90123	45.41422	959	194
05	Qeładizê	36.18254	45.13017	630	194
05	Qeredagh	35.3071	45.3906	879	194
05	Ṟaniye	36.25511	44.88239	574	194
05	Seyid Sadiq	35.35278	45.86682	509	194
06	Al Hāshimīyah	32.36351	44.66011	28	194
06	Al Ḩillah	32.46367	44.41963	33	194
06	Al Maḩāwīl	32.66138	44.40854	30	194
06	Al Musayyib	32.77872	44.29005	37	194
06	Imam Qasim	32.29799	44.68282	30	194
06	Nāḩīyat Saddat al Hindīyah	32.71557	44.27857	36	194
07	Abū Ghurayb	33.30563	44.18477	42	194
07	Al Maḩmūdīyah	33.06221	44.36564	34	194
07	Aţ Ţārmīyah	33.67444	44.39583	41	194
07	Baghdad	33.34058	44.40088	41	194
08	Al ‘Amādīyah	37.09214	43.48769	1187	194
08	Bāmarnī	37.12163	43.2709	1280	194
08	Batifa	37.17454	43.01233	859	194
08	Derkar	37.19989	42.82361	651	194
08	Dihok	36.86709	42.98845	567	194
08	Ibrāhīm al Khalīl	37.13963	42.56995	397	194
08	Kānī Māsī	37.22781	43.43732	1252	194
08	Saymayl	36.85823	42.8482	465	194
08	Sīnah	36.80851	43.03935	604	194
08	Zāwītah	36.90547	43.14478	862	194
08	Zaxo	37.14871	42.68591	439	194
08	Zaxu	37.14246	42.68187	437	194
09	Al Jabāyish	30.96588	47.00196	2	194
09	Ar Rifā‘ī	31.72079	46.10778	13	194
09	Ash Shaţrah	31.40906	46.1727	13	194
09	Nāḩiyat al Fuhūd	30.96972	46.72278	5	194
09	Nasiriyah	31.05799	46.25726	7	194
09	Sūq ash Shuyūkh	30.89086	46.45425	5	194
10	Al Khāliş	33.85118	44.52047	49	194
10	Al Miqdādīyah	33.97861	44.93694	60	194
10	Baladrūz	33.69631	45.07782	42	194
10	Baqubah	33.75403	44.60518	48	194
10	Khāliş	33.80809	44.53343	43	194
10	Khānaqīn	34.3482	45.39065	185	194
10	Kifrī	34.68963	44.96057	229	194
10	Mandalī	33.7481	45.55503	129	194
11	‘Aynkāwah	36.2306	43.99442	413	194
11	Beḧirke	36.31556	44.03533	464	194
11	Choman	36.63665	44.8882	1111	194
11	Dare Tû	36.12062	44.05972	439	194
11	Erbil	36.18333	44.01193	412	194
11	Hīrān	36.27757	44.49334	938	194
11	Kasnazān	36.20067	44.13263	587	194
11	Koysinceq	36.08289	44.62873	600	194
11	Mêrgasur	36.84069	44.30229	1180	194
11	Mexmur	35.77622	43.57974	266	194
11	Nāḩiyat Hīrān	36.27899	44.48815	1036	194
11	Qushtepe	36.00193	44.03827	396	194
11	Ṟuwandiz	36.61207	44.52372	797	194
11	Shaqlāwah	36.40422	44.32563	870	194
11	Soran	36.6532	44.54407	679	194
11	Xebat	36.27798	43.67065	280	194
12	Al Hindīyah	32.54671	44.22765	36	194
12	‘Ayn Tamr	32.56687	43.48815	66	194
12	Karbala	32.61603	44.02488	32	194
13	Al ‘Abbāsī	35.27517	43.59593	174	194
13	Al Ḩawījah	35.32592	43.77267	192	194
13	Ar Riyāḑ	35.26964	43.91067	189	194
13	Dāqūq	35.13923	44.44907	227	194
13	Dibis	35.67482	44.07067	242	194
13	Kirkuk	35.46806	44.39222	346	194
14	Al ‘Amārah	31.83561	47.14483	10	194
14	‘Alī al Gharbī	32.46186	46.68794	14	194
14	Al Kaḩlā’	31.66789	47.2945	12	194
14	Al Maymūnah	31.679	46.96948	9	194
14	Nāḩiyat Alī ash Sharqī	32.12287	46.74928	6	194
14	Qal‘at Şāliḩ	31.52802	47.29362	8	194
15	Al Ba‘āj	36.0426	41.71632	317	194
15	Al Ḩaḑar	35.5729	42.73395	207	194
15	Al-Hamdaniya	36.27093	43.37758	274	194
15	Al Mawşil al Jadīdah	36.33271	43.10555	239	194
15	Al Qayyārah	35.79933	43.29447	183	194
15	‘Aqrah	36.76038	43.89428	754	194
15	Ash Shaykhān	36.69595	43.35202	512	194
15	Mosul	36.335	43.11889	228	194
15	Sinjār	36.3209	41.87656	517	194
15	Tall ‘Afar	36.37913	42.44806	407	194
15	Tallkayf	36.49118	43.12114	279	194
16	Al ‘Azīzīyah	32.90941	45.06359	28	194
16	Al Ḩayy	32.17419	46.04345	20	194
16	Al Kūt	32.5128	45.81817	22	194
16	An Nu‘mānīyah	32.55621	45.41293	27	194
16	Aş Şuwayrah	32.92556	44.77583	32	194
16	Badrah	33.11508	45.93344	60	194
17	Al Manādhirah	31.90692	44.48649	27	194
17	Al Mishkhāb	31.80437	44.4893	24	194
17	Kufa	32.05114	44.44017	24	194
17	Najaf	32.02594	44.34625	41	194
18	Ad Dawr	34.45597	43.79341	93	194
18	Ad Dujayl	33.84667	44.23444	46	194
18	Al ‘Awjah	34.53333	43.73333	77	194
18	Ash Sharqāt	35.51722	43.22806	159	194
18	Balad	34.01485	44.14574	53	194
18	Bayjī	34.92915	43.48878	115	194
18	Sāmarrā’	34.1959	43.88568	80	194
18	Tikrīt	34.61581	43.67861	112	194
18	Ţūz Khūrmātū	34.88808	44.63256	227	194
