GF	Apatou	5.15526	-54.34311	15	162
GF	Camopi	3.16887	-52.33525	62	162
GF	Cayenne	4.93333	-52.33333	7	162
GF	Grand-Santi	4.27295	-54.38146	52	162
GF	Iracoubo	5.47952	-53.20524	5	162
GF	Kourou	5.16281	-52.64265	7	162
GF	Macouria	4.91216	-52.37432	14	162
GF	Mana	5.66906	-53.77897	5	162
GF	Maripasoula	3.64155	-54.03167	106	162
GF	Matoury	4.84921	-52.32355	13	162
GF	Régina	4.313	-52.13083	5	162
GF	Rémire	4.88585	-52.27857	25	162
GF	Rémire-Montjoly	4.91667	-52.26667	7	162
GF	Roura	4.72874	-52.32495	26	162
GF	Saint-Georges	3.88857	-51.80243	8	162
GF	Saint-Laurent-du-Maroni	5.50153	-54.02916	10	162
GF	Sinnamary	5.37676	-52.95679	6	162
GF	Tonate	5.01171	-52.47241	7	162
