10346796	George Town	19.2866	-81.37436	3	213
10375968	West Bay	19.36667	-81.41667	-9999	213
10375969	Bodden Town	19.27647	-81.2542	6	213
10375970	North Side	19.35	-81.2	3	213
10375971	East End	19.3	-81.11667	8	213
10375972	Little Cayman	19.66114	-80.10984	6	213
