GP	Anse-Bertrand	16.47239	-61.50739	17	172
GP	Baie-Mahault	16.26738	-61.58543	18	172
GP	Baillif	16.02037	-61.74611	12	172
GP	Basse-Terre	15.99714	-61.73214	11	172
GP	Beauséjour	16.30413	-61.07375	9	172
GP	Bouillante	16.13043	-61.76895	9	172
GP	Capesterre-Belle-Eau	16.04495	-61.56425	17	172
GP	Gourbeyre	15.99454	-61.69203	339	172
GP	Grand-Bourg	15.88402	-61.3148	7	172
GP	Lamentin	16.27047	-61.63166	10	172
GP	Le Gosier	16.20618	-61.49306	24	172
GP	Le Moule	16.33164	-61.34656	8	172
GP	Les Abymes	16.273	-61.50507	20	172
GP	Petit-Bourg	16.19163	-61.5914	7	172
GP	Petit-Canal	16.37913	-61.48716	16	172
GP	Petites Anses	15.84993	-61.64457	44	172
GP	Pointe-à-Pitre	16.24125	-61.53614	15	172
GP	Pointe-Noire	16.23218	-61.78917	9	172
GP	Port-Louis	16.41749	-61.53045	6	172
GP	Saint-Claude	16.02515	-61.69975	462	172
GP	Sainte-Anne	16.22564	-61.38098	3	172
GP	Sainte-Rose	16.33264	-61.6969	22	172
GP	Saint-François	16.25236	-61.27332	5	172
GP	Trois-Rivières	15.97595	-61.64492	110	172
GP	Vieux-Habitants	16.05866	-61.76667	7	172
