CA	Bascharage	49.56727	5.9073	284	229
CA	Bettange-sur-Mess	49.57583	5.98389	322	229
CA	Bridel	49.65579	6.07999	356	229
CA	Capellen	49.645	5.99083	316	229
CA	Clemency	49.59667	5.87583	334	229
CA	Dippach	49.58701	5.9833	361	229
CA	Eischen	49.68556	5.87861	298	229
CA	Garnich	49.61667	5.9525	339	229
CA	Hagen	49.64944	5.93167	311	229
CA	Hautcharage	49.57499	5.9097	289	229
CA	Hobscheid	49.68861	5.91472	278	229
CA	Holzem	49.61639	5.99028	311	229
CA	Kehlen	49.66833	6.03583	329	229
CA	Keispelt	49.69394	6.06789	376	229
CA	Kleinbettingen	49.64639	5.91639	320	229
CA	Koerich	49.67	5.95	299	229
CA	Kopstal	49.66444	6.07306	261	229
CA	Linger	49.56583	5.88667	277	229
CA	Mamer	49.6275	6.02333	294	229
CA	Nospelt	49.67528	6.00889	328	229
CA	Schouweiler	49.5825	5.95639	331	229
CA	Septfontaines	49.70111	5.96722	267	229
CA	Steinfort	49.66139	5.91917	307	229
CL	Clervaux	50.05472	6.03139	364	229
CL	Hosingen	50.01218	6.09089	498	229
CL	Troisvierges	50.12111	6.00028	436	229
CL	Weiswampach	50.13722	6.075	492	229
CL	Wincrange	50.05333	5.91917	490	229
DI	Bettendorf	49.87667	6.21806	188	229
DI	Bourscheid	49.90862	6.0675	442	229
DI	Diekirch	49.86778	6.15583	195	229
DI	Erpeldange	49.86472	6.11472	207	229
DI	Ettelbruck	49.8475	6.10417	199	229
DI	Gilsdorf	49.86499	6.17979	198	229
DI	Ingeldorf	49.85194	6.13472	192	229
DI	Medernach	49.80955	6.21521	259	229
DI	Mertzig	49.83389	6.0075	312	229
DI	Niederfeulen	49.85556	6.04722	293	229
DI	Reisdorf	49.86861	6.26778	191	229
DI	Schieren	49.83056	6.09861	213	229
DI	Warken	49.85918	6.08415	214	229
EC	Beaufort	49.83583	6.29167	357	229
EC	Bech	49.7526	6.36379	301	229
EC	Berdorf	49.82051	6.34945	376	229
EC	Consdorf	49.78018	6.3395	335	229
EC	Echternach	49.81212	6.41846	168	229
EC	Mompach	49.74611	6.465	302	229
EC	Rosport	49.8047	6.50532	156	229
EC	Steinheim	49.81794	6.47713	156	229
EC	Waldbillig	49.79636	6.28431	298	229
ES	Aspelt	49.52278	6.22472	242	229
ES	Belvaux	49.51014	5.92414	339	229
ES	Berchem	49.54028	6.12917	277	229
ES	Bergem	49.525	6.04222	306	229
ES	Bettembourg	49.51861	6.10278	278	229
ES	Bivange	49.54444	6.13778	266	229
ES	Crauthem	49.53556	6.14694	275	229
ES	Differdange	49.52417	5.89139	304	229
ES	Dudelange	49.48056	6.0875	295	229
ES	Ehlerange	49.52417	5.96611	298	229
ES	Esch-sur-Alzette	49.49583	5.98056	295	229
ES	Frisange	49.51616	6.18858	255	229
ES	Hellange	49.50759	6.14978	260	229
ES	Huncherange	49.51694	6.065	273	229
ES	Kayl	49.48917	6.03972	284	229
ES	Lamadelaine	49.54639	5.85639	294	229
ES	Leudelange	49.56833	6.06528	318	229
ES	Mondercange	49.53306	5.98833	290	229
ES	Niedercorn	49.53611	5.89306	297	229
ES	Noertzange	49.50917	6.05611	287	229
ES	Obercorn	49.51361	5.89611	320	229
ES	Peppange	49.52444	6.12972	278	229
ES	Pétange	49.55833	5.88056	278	229
ES	Pontpierre	49.53639	6.02944	295	229
ES	Reckange-sur-Mess	49.5625	6.00889	319	229
ES	Rodange	49.54639	5.84083	300	229
ES	Roeser	49.53721	6.14629	276	229
ES	Rumelange	49.45964	6.03089	295	229
ES	Sanem	49.54806	5.92889	303	229
ES	Schifflange	49.50639	6.01278	292	229
ES	Soleuvre	49.52148	5.93781	350	229
ES	Tétange	49.47583	6.04222	300	229
GR	Berbourg	49.7306	6.39355	282	229
GR	Betzdorf	49.68333	6.35	225	229
GR	Biwer	49.70605	6.37201	232	229
GR	Bourglinster	49.70306	6.21725	336	229
GR	Ehnen	49.60155	6.38664	148	229
GR	Flaxweiler	49.66602	6.34321	260	229
GR	Godbrange	49.73395	6.23238	337	229
GR	Gonderange	49.69537	6.24577	331	229
GR	Grevenmacher	49.67751	6.44022	143	229
GR	Junglinster	49.70722	6.25306	305	229
GR	Manternach	49.70278	6.42639	252	229
GR	Mensdorf	49.65467	6.30416	248	229
GR	Mertert	49.70261	6.47966	148	229
